;username;tweet;orang 1;orang 2;orang 3;hasil;;;;;;;;
1583041714557960000;RijieqA;azab itu sprti mati si maher krna si maher mati dalam keadaan hina sakingkan hina nya polisi pun sampai tak tega memberitahu penyebab kematian si maher itu baru namanya azab 🤣🤣🤣;-1;-1;-1;-1;;;;;;;;
1583297109771490000;abowtennis;lapor kentut yg polisi lihat di medsos aja pada diem tu si denny tu si abu janda tolol gak ada yg percaya omdo;-1;-1;-1;-1;;;;;;;;
1583173376603930000;massdhim__;polisi tidur tuh tidurnya tengkurep ya?;0;0;0;0;;;;;;;;
1583018194562060000;Andrianzaruddi1;usut tuntas jangan tanggung-tanggung  masih banyak polisi busuk dalam tubuh polri klo memang mau dipercaya sbg pengayom rakyat🙏🙏🙏;1;1;1;1;;;;;;;;
1583334540269230000;Alwizar69;sekalian wan abud datang bersama sang pengacara eggy sujana😂😂😂;0;0;0;0;;;;;;;;
1583086599860270000;HamidahAryana;densus 88 at polri edukasi masyarakat;1;1;1;1;;;;;;;;
1582966139222600000;Risma08465300;sungguh ironis semua begitu berjalan sangat menyedihkan ini adalah kasus pembunuhan berencana yg memang harus dihukum seberat-beratnya kepada setiap para pelaku yg terlibat sekarang semua sudah terbuka apa yg sebenarnya terjadi di tempat kejadian terimakasih;0;0;0;0;;;;;;;;
1583001536644320000;Syfnrzz1;terus lah buka² an antar polisi wkwkwkwk 1 ketauan yg ketauan buka kartu ggr gamau ketangkep sendiri lanjutkan² wkwkwkwk;-1;-1;-1;-1;;;;;;;;
1583350342234030000;1trenggalek;bentuk bantuan nyata polri bersihkan jalan dari lumpur sisa banjir wakapolres trenggalek terjun langsung bersama sejumlah personel membantu membersihkan lumpur akibat banjir bandang yang melanda wilayah kabupaten trenggalek jumat 21/10;1;1;1;1;;;;;;;;
1582919165840460000;LoveOfSpeechz;yang pake narkoba polisi yang ditest narkoba mahasiswa 😀😀😀;0;0;0;0;;;;;;;;
1583292646919120000;UnderPaidMD;kalo bisa bikin skck atau sim atau laporan kehilangan di instansi lain ya gua milih kesono aja timbang ke polisi masalahnya kaga ada instansi lain dasar lulusan sma goblok;-1;-1;-1;-1;;;;;;;;
1583316305645450000;patumbakoke;personil polsek patumbak melaksanakan giat pengecekan ruang tahanan di mako polsek patumbak;0;0;0;0;;;;;;;;
1583467635710520000;ketupatsayur_;penyidik dan labfor dr polisi ya? maklumin aja deh;0;0;0;0;;;;;;;;
1583352385027580000;jokomaulana16;kapolri turun langsung untuk meninjau bantuan nyata polri;1;1;1;1;;;;;;;;
1583041256061820000;1trenggalek;ibarat proses pemurnian emas polri saat ini sedang diayak dan disaring untuk menjadi emas murni berkadar 24 karat mari kita semua bahu membahu dalam menghadapi situasi bangsa khususnya dalam bidang kamtibmas;1;1;1;1;;;;;;;;
1583466387900490000;KelantunLipas;terlalu kejam kalo dipidana dimana rasa perikemanusiaan aparat penegak hukum di negara ini? imej polisi di indonesia sudah cukup buruk jangan ditambah lagi dengan hukuman seperti ini kalo bisa balsemin aja kelamin nya 3 hari 3 malam;-1;-1;-1;-1;;;;;;;;
1583321148175310000;PolisiPacitan;kapolres pacitan beserta staf dan jajaran mengucapkan selamat hari santri nasional 22 oktober 2022 semoga dapat memperkuat jiwa religius keislaman sekaligus jiwa nasionalisme kebangsaan “generasi bangsa berakhlak mulia”;1;1;1;1;;;;;;;;
1583281575055110000;WaspadaOnline;ulah ferdy sambo dan putri candrawathi kelabui sejumlah perwira polri;-1;-1;-1;-1;;;;;;;;
1583352386906530000;ghuilko;kapolri bersama dengan kepala rumah sakit berikan bantuan sembako dan vitamin kepada seluruh tenaga kesehatan yang berada di rs polri bantuan nyata polri;1;1;1;1;;;;;;;;
1582948342476120000;IndonesiainIsb;5-melalui bnpb dukungan penuh dan  tim medis yang beranggotakan personel dari kementerian kesehatan tni polri universitas andalas dan mdmc juga menargetkan salah satu tent city distrik malir provinsi sindh sebagai tempat pelayanan kesehatan;1;1;1;1;;;;;;;;
1582959210270450000;laflame18_;polisi lagi polisi lagi;-1;-1;-1;-1;;;;;;;;
1583115738696780000;kremypetty;ngeri kali lapor polisi emang d rumah sendiri?;-1;-1;-1;-1;;;;;;;;
1583352389091760000;bocilhasyim;terus memberikan pelayanan maksimal untuk masyarakat bantuan nyata polri;1;1;1;1;;;;;;;;
1583282164149340000;polsekmedantim1;pihak kepolisian polsek medan timur secara rutin setiap harinya melaksanakan patroli di seputaran wilayah hukum polsek medan timur untuk mengantisipasi terjadinya gangguan kamtibmas dan tindak pidana kejahatan;1;1;1;1;;;;;;;;
1583357677799110000;064pRudi;iya dong pak  harus itu di reformasi dan bersih bersih di institusi polri biar kepercayaan masyarakat kembali lagi😎;1;1;1;1;;;;;;;;
1583017214684580000;ParisIn16;selagi para buzzerp ini tak diamankan 100 polri takkan dipercaya publik lagi;-1;-1;-1;-1;;;;;;;;
1583318122701850000;detik_jateng;menpora ri zainudin amali beberkan polri akan menerbitkan sop di lapangan pasca tragedi kanjuruhan aturan mana yang menjadi kiblat?;0;0;0;0;;;;;;;;
1583352389343620000;senyumannyaa;terus berupaya dalam melakukan yang terbaik ini adalah langkah tepat bantuan nyata polri;1;1;1;1;;;;;;;;
1583048762947030000;kalavanya;dari segala kritik yang bisa disampein ke presiden kenapa yg diramein malah ijazah palsu sih? tolol pdhl banyaaaak bgt yg bisa dikritik kalo emg niatnya buat perbaikan bukan menjatuhkan mereka gabisa ikutan kritik masalah polisi kali ya? sama2 diuntungkan juga mungkin;-1;-1;-1;-1;;;;;;;;
1583298544634450000;bang_ybor;ini ribet banget dah mau lapor polisi ke polisi oleh orang yg sudah nyogok polisi;-1;-1;-1;-1;;;;;;;;
1583431742416770000;DanuKaltim;masa sih harus bermasalah dulu dgn hukum baru mau di buka info penting u/perbaikan polri kok waktu masih aktif tidak di buka info itu padahal sempat menjabat posisi sebagai kepala propam polri;-1;-1;-1;-1;;;;;;;;
1583367188500860000;Ranosi3;sebagai bentuk bantuan nyataaa polri dlm pencegahan penularan covid-19 korps bhayangkara turut serta menjadi garda terdepan dalam penanggulangan penyebaran virus;1;1;1;1;;;;;;;;
1582971126741110000;polisi_peduli;tidak pernah lelah  semoga menjadi amal ibadah ya pak polisi;1;1;1;1;;;;;;;;
1583352597637100000;milkysss03;kapolri beserta rombongan meninjau langsung gedung promoter 2 rs polri untuk memastikan ketersediaan fasilitas-fasilitas serta tempat tidur yang dimiliki oleh rs polri dalam perawatan pasien covid-19 bantuan nyata polri;1;1;1;1;;;;;;;;
1582957523082290000;PolRindingallo;senantiasa iklas dan sabar dalam berbuat kebaikan bravo polri;1;1;1;1;;;;;;;;
1583350118551430000;aerikimz;pokoknya harus bgt nonton anjir keren wrwrwr gue notis kalo di s2 ini jaksa polisi sama tim forensik kek bener-bener kerja sama anjir pokoknya keren deh s2 nya 😭;0;0;0;0;;;;;;;;
1583140344128210000;dwikusumastuti;lho ini kayak di drakor yg saya tonton pak polisi cuma kedok aslinya banyak premannya;-1;-1;-1;-1;;;;;;;;
1583352693409870000;choiung8;terus memberi pelayanan kesehatan gratis untuk masyarakat di kampung kimak bantuan nyata polri;1;1;1;1;;;;;;;;
1583186303428230000;Wahyudi48179404;polisi nya tes boss narkoba dari temen ente kok;-1;-1;-1;-1;;;;;;;;
1582983128796100000;wildanbinwahyu;polisi punya harta lebih dr 2 m aja untuk setingkat bintang 2 aja sudah mengherankan mungkin pas jd polisi puasa daud terus dan punya konsultan keuangan yg canggih;-1;-1;-1;-1;;;;;;;;
1583456647540010000;polrestabesmdn_;kapolrestabes medan bersama sat res narkoba polrestabes medan memusnahkan 84 kg ganja kering hasil pengungkapan 9 kasus selama september hingga oktober 2022;0;0;0;0;;;;;;;;
1583471492435970000;internetanteros;setuju ciduk aja itung² amar ma’ruf nahi mungkar;0;0;0;0;;;;;;;;
1583040702501430000;CH0CO0PIE;bapak gue cerita pas pulang tadi di lampu merah ada polisi manggil dia tapi bapak gue ga berenti soalnya bapak gue ngira mo nilang dia padahal udah pake helm semuanya lengkap taunya mo nebeng buat nangkep orang😭😭😭😭😭;0;0;0;0;;;;;;;;
1582943821008340000;Tren512Tren;upaya polri ciptakan kamtibmas;1;0;1;1;;;;;;;;
1583374626113340000;janganpegangtai;yg gini kalo ud ketemu enaknya jgn diserahin ke polisi dlu nih remes remes dlu;-1;-1;-1;-1;;;;;;;;
1583040080867830000;podcast_tyler;saat dunianya seolah telah runtuh ia justru dituduh sebagai pembunuh ibunya sendiri saat dirinya hendak melarikan diri dari polisi dari situlah ia terlempar kembali ke masa 18 tahun yang lalu ketika usianya masih 11 tahun dan duduk di bangku sekolah dasar;0;0;0;0;;;;;;;;
1583105429508280000;OnairTv892;driver ojol ketadapan bawa 246 gram sabu dan 563 butir extacy berhasil diamankan polisi |;1;0;1;1;;;;;;;;
1583417270440970000;_melody_mellow;jujur pada dirinya sendiri aja polisi ga mampu dan ga bisa apalagi kepada institusinya;-1;-1;-1;-1;;;;;;;;
1582988985110240000;MatunWong;ada lah kan bikin event biasanya ada izin bikin tarkam yang jelas ada gesekan aja dapet izin apalagi yang gak ada gesekan antar golongan laporan intel punya potensi keributan-panprlpolisi malang minta sore-lib pssi menolak-trud tetep fijalanin ama polisi mbahad pencilan;0;0;0;0;;;;;;;;
1583259188473790000;fs_andika;masih ada polisi sederhana begini ???;-1;0;-1;-1;;;;;;;;
1583267983744720000;wiryadiharja;biarpun kadrun ngamuk keadilan harus ditegakkan;1;1;1;1;;;;;;;;
1583202686022710000;CNNIndonesia;masih berproses;0;0;0;0;;;;;;;;
1583120168619690000;primapr23640960;gue juga nonton di tv bro malam itu gue juga lihat aremania ngelmparin botol ke pemain persebaya pas mau masuk ke ruang ganti gue jadi juga lihat waktu mobil polisi tang ngangkut pemain persebaya di lemparin batu pas di luar stadion terus kita harus bersedih terus ?;0;0;0;0;;;;;;;;
1583442088766470000;JokoBangun7;yang salah polisi tidur sudah tahu ada yg kecelakaan masih tidur terus;0;-1;-1;-1;;;;;;;;
1583099929890740000;hunterXGa;pejabat  udah lama susah dipercaya polisi tambah ga dipercaya gara2 sambalado ini lagi ditambah bagian kesehatan jd susah dipercaya gara2 paracetamol temen apalagi percaya sama temen nyesek dahditikung sana sini dah lah ga usah percaya sama manusia;-1;-1;-1;-1;;;;;;;;
1583352383794460000;Sierrachh;alhamdulillah yaa terimakasih polri untuk bantuannya bantuan nyata polri;1;1;1;1;;;;;;;;
1583514841943510000;dhu_dhuan;jadi ini diperkosa beneran apa cuman settingan seh ??? kok makin kesini makin kesana klo di bacaa… halllooo… 🙏🏼🙏🏼🙏🏼 ada pemerkosaan itu lohh ??? ada polisi mbak klo kriminal jalurnya hukum bukan ngetweet sampean… klo polisi abaikan baru jalur viral…;-1;-1;-1;-1;;;;;;;;
1583282938036120000;kameraberitagm1;polisi periksa 7 saksi terkait kasus pemerkosaan di depok;0;0;0;0;;;;;;;;
1582990483982540000;RTMCRiau;dirlantas polda riau kombes pol firman darmansyah sik pengecekan dan pengawasan kepada personil ditlantas yang melaksanakan piket mako serta cek kebersihan seputaran mako ditlantas polda riau kamis 20/10 pagi;0;0;0;0;;;;;;;;
1583042271598890000;emut_sleketep;bagi orang desa yg awam didatangi polisi pasti takut mana sempat ambil foto mereka dulu belum tentu juga pakai hp canggih yg ada kameranya bagi yg jauh dari kejadian mungkin gampang menilai tapi bagi yg mengalami?;0;0;0;0;;;;;;;;
1583315846134280000;lagimarahbgt;polisi tidur bermartabat kki;1;1;1;1;;;;;;;;
1583262038637220000;detikcom;kabar tak sedap muncul dari rombongan koi yang sedang berkunjung ke seoul korea selatan dua orang anggotanya berurusan dengan polisi;0;0;0;0;;;;;;;;
1583024533195620000;rasyiddd;tes bareng sama polisi demi cegah narkoba;1;1;1;1;;;;;;;;
1583150452329580000;loyaloy29070088;percuma lapor polisi;-1;-1;-1;-1;;;;;;;;
1583352635767260000;Firda_ratnaa;kapolri mendampingi kepala rs polri untuk memberikan sembako dan vitamin bantuan nyata polri;1;1;1;1;;;;;;;;
1583075924483850000;Melissa58737154;polisi masih menyelidiki terkait kasus penusukan di bandung;0;0;0;0;;;;;;;;
1583129158107790000;HPapuanis;polisi indonesia ini makin kesini makin bego ya namanya juga pungutan liar pungli mana mungkin taru bukti diatas mejah?;-1;-1;-1;-1;;;;;;;;
1583281321396570000;ronnyhartaradja;lapor pak polisi ini tiap hari macet pak tolong kirim anggota lantas untuk atur lalu lintas banyak truk2 makan jalur yg mau belok ke pergudangan prancis sampai tersisa hanya 1 jalur mobil dari arah sedayu square ini yg bikin ga gerak sampe bisa 1 jam pak tolong bantu pak;0;0;0;0;;;;;;;;
1583017509770310000;79_two;jelas sangat harus ditolak eksepsi sambo dan pc dia berdua itulah biang kerok yg korbankan jiwa alm j dan korbankan karier masa depan banyak anggota2 polri dan klrganya yg ditipu terkecoh intimidasi sambo sambo dan pc harus setimpal psl34o ;-1;-1;-1;-1;;;;;;;;
1583036882245470000;masbakur14;kenapa takut didatangi polisi?;0;0;0;0;;;;;;;;
1583393778290680000;shae_ll;ksp moeldoko menyampaikan bahwa pihaknya kantor staf presiden akan turut mengawasi agar arahan dari presiden jokowi diterapkan dengan baik oleh jajaran polri dan aparat lainnya mantap👍 cc;1;1;1;1;;;;;;;;
1583427646016620000;fajri_yunus1;ham bukan untuk teroris ham bukan untuk pemberontak ham tidak layak digunakan untuk pelanggar ham maju terus tni dan polri kami semua mendukung pembasmian tnpbn;1;1;1;1;;;;;;;;
1582946471015770000;MojokertoInews;polisi malaysia ungkap penculikan warga palestina oleh agen israel;0;0;0;0;;;;;;;;
1583088425120320000;jpnncom;rekaman cctv kanjuruhan hilang polisi minta keterangan saksi ahli it;0;0;0;0;;;;;;;;
1583005259168850000;MrSimpl92795338;lah polisi bisa mengatakan menduga itu pasti juga punya bukti dul gak mungkin sembarangan asal ngomong🤣🤣;0;0;0;0;;;;;;;;
1583334978938890000;Dominus_tecum9;pengakuan dokter yang tangani polisi coret mapolres luwu 'sarang korupsi dan pungli' ;-1;-1;-1;-1;;;;;;;;
1583393794208120000;MocangTian;polisi seperti ini bukan polisi penegak hukum tapi polisi penegak kekerasan;-1;-1;-1;-1;;;;;;;;
1583326941989730000;ABON08195286;jangan mau ditakuti oleh polisi najwa shihab;0;0;0;0;;;;;;;;
1583352387225280000;ana_cantik21;jajaran polres abdya secara serentak mengadakan bakti sosial dan membantu memberikan bantuan kepada masyarakat yang membutuhkan bantuan nyata polri;1;1;1;1;;;;;;;;
1583371331332020000;Sek_Cly;lindungi kesehatan dengan vaksinasi bantuan nyata polri dengan terlibat langsung dalam penanganan pandemi yakni dengan menjadi vaksinator sebagai upaya percepatan covid-19   ;1;1;1;1;;;;;;;;
1583604483879190000;Jimbo89851300;yg begini  polisi mw presisi pak listyo sigit 🤣🤣🤣;-1;-1;-1;-1;;;;;;;;
1583362256603320000;Bimo67661411;bukti nyata kepedulian polri;1;1;1;1;;;;;;;;
1583120872910440000;naomi16062;menutupi kebusukan dengan cari aman;-1;-1;-1;-1;;;;;;;;
1582996251339260000;MatunWong;lah kan fungsi sopnya polisi biar bisa menangani itu semua malah tidak memanusiakan manusia pendidikan itu salah satu faktor yang bakal diatur sopnya aparat;-1;-1;-1;-1;;;;;;;;
1583375569013870000;BramaLogawa;moga berkah bantuan nyata polri;1;1;1;1;;;;;;;;
1583039464070600000;ngopibareng_id;polisi tidak menutup kemungkinan kembali menambah daftar tersangka dalam tragedi di stadion kanjuruhan namun saat ini masih dalam proses penyidikan;0;0;0;0;;;;;;;;
1583191791431340000;PreciosaKanti;hayoo … saling tusuk sendiri sekarang terus pepet pak polisi biar kebuka semua … sampah banget;-1;-1;-1;-1;;;;;;;;
1583005398331960000;pantau24jam;deretan aset bos judi online apin bk yang disita polisi nilainya sangat fantastis;0;0;0;0;;;;;;;;
1583085147481470000;bibitleledumbo;emang beneran kebukti soal males baca jadi polisi itu;-1;-1;-1;-1;;;;;;;;
1583222733227190000;prettyourjune;jalur hukum aja ka biar kaka ga cape cape lagi dia yg pnya utang loh ka uang itu hak kaka mana kk sebagai penagih nya pun sampe diusir sama keluarganya masih heran gue itu keluarganya ga mikir apa kalo anaknya salah kata aku jalur hukum atau lapor polisi biar mampus dipenjara;-1;-1;-1;-1;;;;;;;;
1582898152558180000;Arif56263227;yg perlu di rekonstruksi dan dibina itu dibagian pengamanannya polisi dll agar saat pengawalannya tidak mengambil keputusan yg brutal buta kompas sehingga kemungkinan untuk terjadi lagi hal demikian itu tdk lagi ada di sepak bola indonesia bukan stadionnya yg di rekonstruksi;0;0;0;0;;;;;;;;
1583428608449620000;siaziw;lah kalo begitu tar anggota dpr anggota polisi pns pns daerah dll ga bisa check-in sama selingkuhannya lagi dong;0;0;0;0;;;;;;;;
1583495719402340000;bob_ichsan;gk malu kalian pak liat ini sdh di retweet lbh dr 100 org? semua perangkat kalian ada ribuan personil termasuk tim cyber berharap tingkat kepercayaan masyarakat meningkat tp ngurus beginian aja gk bisa atau mmg kalian pelihara???;-1;-1;-1;-1;;;;;;;;
1582930724814230000;jambur28;polisi kaya kaya pak sehingga masyarakat pada pingin polisi apapun caranya diikuti yg penting bisa polisi dan kaya kaya jadi tolong tertibkan pak buktikan asal usul harta mereka dari gaji tdk mungkin sekaya itu;0;0;0;0;;;;;;;;
1583096663174190000;gus_awan;atas dasar apa ? 1pemerkosaan? tidak bisa di buktikan oleh jpu coba lihat itu anggota polri yang mencabuli anak tirinya 2pembunuhan? tidak ada peristiwanya di sini yang ada polisi bunuh polisi mau perbandingan apa? pungli? jadi mana pantas dicabut? ayo buat jera;-1;-1;-1;-1;;;;;;;;
1583257680038490000;pengecuthati;tolong panggil polisi cepattt;0;0;0;0;;;;;;;;
1582941189208430000;cobsunkyunyu;laporin ke polisi bisa tauu;1;1;1;1;;;;;;;;
1583235038514420000;kang_opas;bisa nggak bikin sim perpanjang stnk itu nggak usah di polisi? bisa di dinas2 pemda? jadi kalau ada oknum bermain ngelapornya enak?;0;0;0;0;;;;;;;;
1583494202436250000;cryb4byqueen;kalau mau ganti kartu apakah perlu kartu kehilangan dari polisi? atau hanya membwa ktp saja?;0;0;0;0;;;;;;;;
1583428385606630000;fuad_audah;kalau merasa tercemar kan tinggal aduin aja  polisi kan cepet kalau ada aduan yg sensitif begini;1;1;1;1;;;;;;;;
1582926104091710000;L0ve1ndonesia;mendag periksa veri anggrijono mendag harus berani mengambil langkah yang dilakukan polri dalam mengusut kasus ferdy sambo slaku mantan kepala divisi profesi dan pengamanan polri yakni dlm menggelar sidang etik berkaitan dengan kasus pidananya;0;0;0;0;;;;;;;;
1583069240424530000;mrfny_;coba yang pernah kehilangan barang berharga terus lapor ke polisi gimana responnya?;0;0;0;0;;;;;;;;
1583473955029280000;Mr_Bread46;haha saudaraku yang polisi kelakuannya juga seperti itu;-1;-1;-1;-1;;;;;;;;
1583390304526140000;iis_teguh;seorang anak menyerahkan diri kekantor polisi dan mengaku telah memukuli seekor nyamuk hingga mati;0;0;0;0;;;;;;;;
1582897978964330000;Traffic_Jogja;polri dalami hilangnya rekaman cctv tragedi kanjuruhan;0;0;0;0;;;;;;;;
1583369600313370000;corinasocialy;sebab belakangan ini kepercayaan masyarakat kepada institusi kepolisian terus menurun setelah beberapa kasus besar yang melibatkan anggota polri;-1;-1;-1;-1;;;;;;;;
1583501777697380000;guujl_yae;tapi bener polisi disini juga maunya ada duit baru kerja kaya ga digaji pemerintah aja;-1;-1;-1;-1;;;;;;;;
1582889478771080000;Kotakmi1;jakarta islamic center kebakaran 4 pekerja renovasi diamankan polisi  cnn indonesia ;0;0;0;0;;;;;;;;
1582899957732090000;sekarlangit585;polisi bekerja untuk ke amanan dan keselamatan manusia bukan untuk mencelakakan manusia bravo polisi malaysia 👍;1;1;1;1;;;;;;;;
1583356817077260000;aaatyz;kegiatan ini dilakukan untuk membantu masyarakat bantuan nyata polri;1;1;1;1;;;;;;;;
1583352385694470000;ye_miyem;polsek simpang martapura polres oku selatan membantu percepatan penyembuhan pasien covid-19 bantuan nyata polri;1;1;1;1;;;;;;;;
1583293813585420000;CNNIDdaily;hingga kini polisi masih menyelidiki penyebab pasti kebakaran masjid jakarta islamic centre untuk sementara kegiatan peribadatan akan dipindah ke gedung konvensi yang masih satu komplek dengan masjid utama;0;0;0;0;;;;;;;;
1583465387839980000;pria_iwan;lbh parah lg yg dimention udh tahu fitnah dan hoax ga kau tangkep;-1;-1;-1;-1;;;;;;;;
1583050265766560000;adielpracahyo;dimulai dari polri;0;0;0;0;;;;;;;;
1583323571585110000;Abcdefu_goaway;adik2 yg bwa anabulnya jg yg main sma anabul gue jg blg ke gue klo dia itu emg udh dri dlu belagu gt mna prnh ngcekek leher gt ke tmn dri adik yg lg main sma gue ini kan ya trs nyokapnya si fucek ini main lapor polisi pdhl yg fucek itu si bocah fucek ini gt sekkya tuh bocah😠😤;0;0;0;0;;;;;;;;
1583585331081010000;PineksoRoyi1;bener juga pantes adem ayem aja😁;1;1;1;1;;;;;;;;
1583144658389310000;FerySalang4;seharusnya polisi yang harus tes urine setiap bulan bukan masyarakat/mahasiswa🤦‍♂️;-1;-1;-1;-1;;;;;;;;
1583356025821810000;ly9nda;jajaran polres abdya serentak mengadakan kegiatan bakti sosial baksos untuk warga yang terdampak covid-19 bantuan nyata polri;1;1;1;1;;;;;;;;
1583029088901810000;blantik_pedhet1;lakukan di internal dulu pak sbagai penegak hukum harus bersih2 ke internal sbelum external shingga tdk canggung dlm menegakan hukum kmudian stiap universitas punya kebijakan tes urin masing2 bersinergi dgn penegak hukum jgn apa2 di krjakan polisi ahirnya jd amburadul;-1;0;-1;-1;;;;;;;;
1583352384545120000;Cacaa57;kapolri dampingi kepala rumah sakit berikan bantuan sembako dan vitamin kepada seluruh tenaga kesehatan yang berada di rs polri bantuan nyata polri;1;1;1;1;;;;;;;;
1583072147970620000;detikcom;perempuan berusia 18 tahun ditusuk oleh orang tidak dikenal otk di kawasan sukaraja kabupaten bogor polisi kini tengah memburu terduga pelaku penusukan;0;0;0;0;;;;;;;;
1583047340533100000;posbakumpranaja;kuburan dua korban tragedi kanjuruhan batal dibongkar hari ini polri tunggu izin keluarga;0;0;0;0;;;;;;;;
1583014344023240000;markus_kocuabot;lah bukannya profnya ada yg gugat;0;0;0;0;;;;;;;;
1583254340709500000;iwan_kurus_lagi;mereka kayak bisa aja ngontrol oligarki komunikasi sama polisi aja tergagap-gagap;-1;-1;-1;-1;;;;;;;;
1583019932308340000;KorbinmasPolri;𝙎𝙤𝙗𝙖𝙩 𝘽𝙞𝙣𝙢𝙖𝙨 𝘽𝙚𝙧𝙞𝙠𝙪𝙩 𝙆𝙖𝙢𝙞 𝙎𝙖𝙢𝙥𝙖𝙞𝙠𝙖𝙣 𝙆𝙚𝙗𝙞𝙖𝙨𝙖𝙖𝙣 𝘽𝙪𝙧𝙪𝙠 𝙋𝙚𝙣𝙮𝙚𝙗𝙖𝙗 𝙂𝙖𝙣𝙜𝙜𝙪𝙖𝙣 𝙂𝙞𝙣𝙟𝙖𝙡 𝘼𝙠𝙪𝙩 ;0;0;0;0;;;;;;;;
1583603533571840000;heraldindo;seorang pria laporkan aipda aa ke polda ntt dijanjikan jadi polisi setelah bayar ratusan juta;-1;0;-1;-1;;;;;;;;
1583449347596830000;beritakitacoid;ta’ati aturan dan junjung tinggi ham;1;1;1;1;;;;;;;;
1583356342810840000;nzhmh_;polri menijau kesediaan tempat tidur untuk pasien dalam perawatan covid 19 di rs polri bantuan nyata polri;1;0;1;1;;;;;;;;
1583408658192340000;UltramanSaga2;emg ada tindak lanjutnya trus lapornya ke polisi juga🫣🫣🫣;0;0;0;0;;;;;;;;
1583463170617660000;rikosetiawannnn;pas jadi polisi eh dianya korupsiato kasar ke rakyat tidak mengayomi dan sebagainya seperti oknum yang banyak itu heheheh;-1;-1;-1;-1;;;;;;;;
1582921104896590000;lurahgoodie;tujuin dl buat para pejabat di istana polisi dpr founder startup mah sm sj kyk pebisnis lain trmasuk film maker ngomong demi bangsa kek atau demi kian cuman gimik anak bangsat;-1;-1;-1;-1;;;;;;;;
1583353863226430000;fakhryishere;lapor ke siapa? ke polisi?;0;0;0;0;;;;;;;;
1583374212215240000;tribunbatamku;bukan tanpa alasan para ojol mengira polisi akan memeriksa kelengkapan kendaraan ternyata lain mereka justru bercengkrama;1;0;0;0;;;;;;;;
1583413831459800000;Ldi_32;yo jelas polisi gitu loh;0;1;0;0;;;;;;;;
1582929777622930000;sweetgenius_;yang mengedar kadang oknum polisi yang melindungi oknum polisi akhirnya sampai ke masyarakat masyarakat hd bodoh akibat narkoba emang oknum polisi ini kadang kadang ente;-1;-1;-1;-1;;;;;;;;
1582996422450100000;ferylife;kelakuan;-1;-1;-1;-1;;;;;;;;
1583406534276440000;uposishitzu;masuknya juga gratis dong maksud gw hehe i love polisi indonesia yg jujur dan mengayowi rakyat dan tidak nembak gas air mata;1;1;1;1;;;;;;;;
1583178802909220000;pgdbadai;amat sangat takut bertemu polisi skena 😥;-1;-1;-1;-1;;;;;;;;
1583399694117800000;Dongadong8;yg pungli polisi yg melakukan penyelidikan polisi situ sehat 😂;-1;-1;-1;-1;;;;;;;;
1582995218550640000;capekberlari;kayaknya pacar dia dulunya ikan lele soalnya bisa makan tai;-1;-1;-1;-1;;;;;;;;
1583402133256570000;TDR__00;klo di balik masyarakat yg sidak urin pada polisi gimana ya;0;0;0;0;;;;;;;;
1583346078333560000;Pasjabar1;banjir jalur kopo kabupaten bandung polisi siagakan anggota;1;1;1;1;;;;;;;;
1583338229868400000;GerynMagnus;maksudmu mau ngebecandain presiden drun? harus lapor ke polisi nih uu ite11;0;0;0;0;;;;;;;;
1582956819659780000;FransSinuraya1;itu jaksa melakukan eksekusi putusan bukan polisi woii;0;0;0;0;;;;;;;;
1582919074463780000;SBSembiring;langkah tepat ini perlu didukung dan polisi di lapangan kalau tidak kebijakan pemerintah itu hanya tertulis di kertas;0;0;0;0;;;;;;;;
1583002939576100000;KPU_ID;pdpb ini dapat menjadi bahan bagi polri untuk mempersiapkan perencanaan personil dalam melakukan pengamanan;1;1;1;1;;;;;;;;
1583116634063260000;wearpackman;betulll makanya aku lebih suka nonton drakor yang misteri hukum detective polisi;0;0;0;0;;;;;;;;
1582929035222750000;wangon_news;bhakti polri untuk negeri samapta polresta banyumas evakuasi warga akibat banjir ke tempat pengungsian yang telah disediakan y;1;1;1;1;;;;;;;;
1582906805508020000;KomangOkoBerata;sebaiknya test dulu semua anggota polri bersihkan dulu sapunya sebelum dipake buat nyapu;0;0;0;0;;;;;;;;
1583280551511070000;TMCPoldaMetro;0914 polri sat lantas jakarta timur dalam rangka jum'at barokah membagikan paket sembako kepada masyarakat di pos tetap garuda unit lantas makasar restro jaktim;1;1;1;1;;;;;;;;
1583474300124030000;kelempot;yang kaya begini bikin gaduh apa tidak bisa ditindak? cc;-1;-1;-1;-1;;;;;;;;
1582970630525230000;GhabrielGebbz;masa sekelas nm aja polisi gak mampu malu bos ma anak tk😋;-1;-1;-1;-1;;;;;;;;
1583063742253660000;lupadiri0_0;bukan urusan polisi;-1;-1;-1;-1;;;;;;;;
1583047417183990000;HumasCiputat;personil polri melaksanakan pengamanan giat eksekusi objek tanah milik negara cg kementerian agama ri cg uin syarif hidayatullah jakarta di jl puri intan kel pisangan kec ciputat timur kota tangsel;1;1;1;1;;;;;;;;
1582965809743540000;keaneclark21;om slh baca atau cm koment krn liat video anaknya disini trus nyalahin polri?? lah wong yg nahan kejagung koq yg disalahin polri??;0;0;0;0;;;;;;;;
1583373568360220000;inewsbekasi;detik-detik bocah 12 tahun di cimahi tewas ditusuk otk usai pulang mengaji polisi buru pelaku;0;0;0;0;;;;;;;;
